id,sector,region,nivel_educacion,tipo_negocio,estado_civil_inicio,edad_inicio,anos_primer_millon,anos_trayectoria_total,capital_inicial_usd,patrimonio_m_usd,roi_anualizado_pct,horas_sem_pico,sacrificio_familia,sacrificio_salud,sacrificio_amor_pareja,sacrificio_amigos,sacrificio_ocio_hobbies,sacrificio_sueno,sacrificio_total,score_disciplina,score_conocimiento,score_red_contactos,score_vision,score_resiliencia,divorcios_num,hijos_num,sueno_horas_noche,ejercicio_dias_sem,empleos_generados,score_exito,bienestar_psicologico,satisfaccion_vida,attr_disciplina_pct,attr_oportunidad_pct,attr_conocimiento_pct,attr_red_pct,attr_trabajo_duro_pct,attr_vision_pct,attr_suerte_pct,attr_capital_inicial_pct
SUJ-4419,Finanzas,Lima,Posgrado,Empresa propia,Soltero,29,10,10,5344,1.94,45.9,74,5.9,6.2,8.7,3.7,7.4,8.0,6.65,9.3,38,4.0,7.7,10.0,0,4,4.3,3.3,134,30.9,48,63,16.7,19.4,18.7,15.7,19.5,5.9,1.6,2.5
SUJ-4420,Tecnología,Monterrey,Universitario,Holding,Casado,17,8,11,1424,1.0,33.7,60,5.9,5.8,7.4,4.9,7.6,5.7,6.22,6.2,30,3.7,7.5,9.1,2,0,3.7,1.2,11,20.6,52,56,20.7,22.6,9.4,19.2,14.1,7.3,6.7,-0.0
SUJ-4421,Tecnología,Bogotá,Universitario,Startup escalada,Casado,22,2,10,500,1.0,71.6,77,8.4,6.0,4.2,8.1,8.9,6.7,7.05,6.4,22,6.9,7.9,7.4,1,1,5.1,3.5,56,30.5,34,59,27.7,23.3,9.2,9.1,14.8,10.3,4.6,1.0
SUJ-4422,Agroindustria,CDMX,Maestría,Empresa propia,Soltero,34,9,15,2105,6.25,38.5,78,7.8,6.2,8.5,2.7,8.9,8.1,7.03,7.7,23,7.3,7.6,10.0,1,3,5.6,4.9,2,23.9,44,61,24.1,22.2,14.3,16.8,11.5,7.1,3.3,0.7
SUJ-4423,Manufactura,Cali,Universitario,Empresa propia,Soltero,34,8,10,3327,3.33,42.0,73,6.9,8.7,6.9,5.3,7.3,7.3,7.07,8.6,6,9.6,7.0,7.5,0,6,5.0,3.2,4,23.7,50,54,29.1,25.0,12.8,8.7,15.8,4.2,1.7,2.7
SUJ-4424,Inmuebles,Monterrey,Técnico,Empresa familiar,Unión libre,35,10,20,1112,6.49,45.2,73,9.4,6.4,5.9,5.9,7.3,6.9,6.97,7.2,8,3.5,6.9,7.1,0,1,5.6,3.1,14,27.2,44,60,31.9,10.6,17.7,12.5,12.4,8.2,4.2,2.5
SUJ-4425,Finanzas,Lima,Maestría,Empresa propia,Soltero,28,4,11,2036,2.54,86.5,70,8.1,6.7,7.9,4.1,8.1,8.2,7.18,7.9,10,7.3,8.3,9.6,1,0,4.8,0.0,522,42.9,35,54,26.0,20.9,20.9,9.6,10.5,7.8,2.7,1.6
SUJ-4426,Finanzas,CDMX,Técnico,Empresa propia,Soltero,22,2,4,697,1.17,51.1,77,7.6,9.0,7.7,3.9,7.4,7.3,7.15,6.4,4,3.8,6.8,8.3,1,1,5.5,2.7,8,20.5,57,57,29.1,14.3,17.3,19.3,11.9,2.9,3.8,1.4
SUJ-4427,Finanzas,Buenos Aires,Universitario,Empresa propia,Soltero,27,9,14,5933,13.24,71.7,81,10.0,9.2,8.5,5.7,9.3,9.4,8.68,6.2,17,6.5,5.4,7.0,0,1,5.5,1.8,197,40.8,21,52,32.0,18.4,6.6,10.8,11.9,12.8,6.2,1.3
SUJ-4428,Tecnología,Monterrey,Bachillerato,Holding,Casado,41,10,23,1080,20.42,52.3,56,6.6,4.9,5.1,3.9,5.5,6.4,5.4,6.6,43,5.0,8.0,9.1,2,2,6.6,2.4,47,45.3,56,57,15.0,17.8,11.5,24.5,14.4,10.6,4.5,1.7
SUJ-4429,Tecnología,Santiago,Técnico,Empresa propia,Unión libre,22,3,8,10862,2.78,60.9,69,8.4,5.0,5.0,6.4,9.1,5.3,6.53,6.6,17,6.5,8.3,6.8,0,5,6.2,1.4,15,29.4,55,54,36.7,11.2,9.8,9.8,22.4,8.3,0.5,1.3
SUJ-4430,Inmuebles,Santiago,Técnico,E-commerce,Casado,36,8,8,3235,2.46,43.2,67,5.9,4.5,9.6,4.6,7.0,7.3,6.48,5.2,25,8.2,9.7,8.0,2,2,5.5,1.6,16,31.7,52,53,35.2,12.4,14.8,12.9,11.5,9.0,3.7,0.5
SUJ-4431,Manufactura,Bogotá,Bachillerato,Franquicia,Casado,17,4,12,8919,1.0,4.0,81,6.4,5.3,6.3,6.9,10.0,7.5,7.07,7.5,28,7.7,7.4,6.0,0,1,6.8,0.9,168,24.3,51,65,18.4,16.9,25.8,12.9,9.8,6.9,6.1,3.2
SUJ-4432,Retail/Comercio,Bogotá,Posgrado,Empresa propia,Unión libre,29,10,17,17131,2.9,26.8,89,7.9,6.9,7.7,7.1,10.0,7.2,7.8,9.5,19,1.8,6.9,6.9,0,4,4.9,3.6,5,25.1,44,68,30.6,15.8,23.4,8.7,8.9,10.1,2.4,0.1
SUJ-4433,Retail/Comercio,Bogotá,Maestría,Empresa propia,Casado,29,9,20,719,5.27,25.3,78,8.7,5.2,8.9,7.0,7.8,7.8,7.57,5.8,23,3.4,7.6,10.0,2,0,6.4,4.6,57,32.2,33,57,30.6,21.3,14.4,5.2,14.6,9.4,2.1,2.4
SUJ-4434,Agroindustria,Lima,Universitario,Holding,Casado,28,11,16,36079,2.72,19.0,74,7.5,6.3,9.3,5.3,8.7,6.9,7.33,6.7,18,3.9,7.5,6.9,2,2,5.2,5.2,5,17.4,34,45,19.2,19.6,10.8,19.5,16.3,5.0,7.7,1.9
SUJ-4435,Tecnología,Caracas,Maestría,E-commerce,Unión libre,28,4,12,8290,1.24,42.3,62,6.4,4.6,6.8,4.8,8.7,9.1,6.73,6.4,15,9.0,8.0,8.4,0,2,4.0,2.2,7,19.9,37,68,24.7,14.3,22.2,8.8,12.8,12.0,1.8,3.4
SUJ-4436,Finanzas,Caracas,Universitario,Empresa propia,Soltero,29,4,11,500,1.64,50.4,97,9.7,7.6,10.0,8.7,9.5,8.9,9.07,5.8,23,9.5,5.1,6.6,1,1,6.2,2.8,49,27.5,40,47,23.6,20.5,10.6,19.4,10.6,9.6,3.8,1.9
SUJ-4437,Finanzas,Buenos Aires,Universitario,Empresa propia,Casado,29,5,11,3015,4.54,53.1,60,6.7,5.3,7.0,6.6,6.6,6.6,6.47,3.0,18,7.7,6.8,9.6,1,0,5.9,1.2,9,37.1,53,57,26.5,13.9,20.3,18.4,10.8,2.0,2.2,5.9
SUJ-4438,Inmuebles,CDMX,Técnico,Holding,Casado,24,5,12,17389,1.0,17.6,55,7.5,4.6,4.6,6.8,7.0,4.9,5.9,6.3,15,4.5,7.4,8.1,3,5,5.8,2.3,19,17.4,56,59,25.9,13.4,17.2,16.9,14.6,7.7,2.7,1.6
SUJ-4439,Salud/Farma,Cali,Posgrado,Startup escalada,Unión libre,24,8,16,7255,2.95,27.2,82,7.6,5.6,6.4,4.9,10.0,7.9,7.07,6.4,19,9.1,9.3,5.3,0,4,6.0,3.5,2,29.9,51,55,29.9,21.4,19.2,10.5,10.7,5.7,0.0,2.6
SUJ-4440,Finanzas,Medellín,Universitario,Empresa propia,Unión libre,17,3,11,2708,10.24,44.6,65,5.4,6.2,8.1,4.1,7.4,7.4,6.43,8.9,14,5.5,9.5,7.4,1,3,6.6,3.4,12,39.2,60,63,25.4,16.2,18.4,15.2,10.8,10.0,1.7,2.3
SUJ-4441,Servicios,Barranquilla,Posgrado,E-commerce,Casado,30,12,21,22573,24.18,39.0,83,10.0,8.6,8.9,6.8,9.5,10.0,8.97,7.4,34,5.1,8.2,7.3,3,1,5.9,2.7,20,40.9,34,47,22.1,8.5,18.0,30.0,14.4,5.4,0.0,1.6
SUJ-4442,Servicios,Cali,Maestría,Empresa propia,Unión libre,33,13,11,12381,1.0,30.2,92,8.4,9.2,10.0,6.6,10.0,9.2,8.9,8.7,31,1.0,7.1,7.1,0,1,5.4,1.7,131,27.4,29,49,38.0,16.0,10.5,12.9,8.3,6.4,6.7,1.2
SUJ-4443,Finanzas,CDMX,Posgrado,Empresa propia,Casado,36,11,12,10640,3.49,37.3,69,8.7,7.1,5.8,2.8,7.2,5.2,6.13,7.4,31,9.3,8.4,8.3,1,2,5.4,1.3,4,25.1,54,56,36.5,22.4,6.5,14.3,8.6,7.4,3.3,1.0
SUJ-4444,Finanzas,Buenos Aires,Posgrado,Empresa propia,Soltero,21,9,16,17544,38.85,61.8,78,8.8,6.3,7.7,6.6,7.5,9.6,7.75,6.9,19,6.6,9.4,5.6,1,2,5.8,4.8,102,50.3,32,56,21.1,20.3,16.9,9.0,16.2,10.7,3.2,2.6
SUJ-4445,Retail/Comercio,Lima,Doctorado,Startup escalada,Soltero,17,6,12,11749,1.0,27.7,66,8.6,5.0,6.9,4.2,8.9,7.9,6.92,10.0,10,5.5,6.2,6.3,4,1,4.2,5.1,9,25.2,47,60,24.2,19.2,21.3,9.7,8.3,12.8,0.5,4.0
SUJ-4446,Salud/Farma,Monterrey,Universitario,Franquicia,Casado,28,7,9,2703,1.0,27.6,73,6.7,7.2,5.3,5.8,8.9,4.1,6.33,6.8,31,7.5,7.1,10.0,2,2,4.8,3.1,20,27.5,56,72,33.3,20.6,14.7,15.7,3.0,9.9,0.0,2.8
SUJ-4447,Tecnología,Cali,Universitario,Startup escalada,Soltero,19,4,9,7014,1.0,39.5,71,8.3,6.6,6.4,6.0,6.4,5.4,6.52,7.5,5,5.4,6.6,9.4,2,0,4.2,0.9,6,21.2,57,51,36.6,16.0,18.0,14.2,5.6,3.4,5.1,1.1
SUJ-4448,Inmuebles,Monterrey,Maestría,Holding,Soltero,29,7,10,14775,6.08,34.5,85,8.3,8.1,8.9,6.0,10.0,7.8,8.18,6.6,35,7.3,10.0,7.4,1,2,6.7,2.3,3,24.8,46,65,29.5,18.4,22.7,11.0,7.9,6.0,2.1,2.4
SUJ-4449,Finanzas,Medellín,Posgrado,Startup escalada,Soltero,17,8,16,1595,7.33,61.3,65,6.2,8.2,7.4,4.8,8.3,5.6,6.75,6.6,42,6.4,7.1,7.5,1,6,3.6,2.5,113,40.1,62,57,22.5,22.9,15.8,15.7,7.2,9.8,5.4,0.7
SUJ-4450,Inmuebles,Caracas,Técnico,Empresa propia,Unión libre,32,4,7,1423,1.26,28.3,63,8.7,5.6,5.6,5.9,7.9,6.5,6.7,9.1,32,4.5,4.7,6.3,1,1,3.4,4.1,13,22.1,41,71,33.4,15.7,15.3,17.5,5.7,4.8,4.5,3.1
SUJ-4451,Retail/Comercio,CDMX,Universitario,Empresa propia,Soltero,26,13,20,1385,11.75,50.5,70,6.6,5.1,6.8,3.3,7.8,6.5,6.02,7.5,22,3.4,8.4,8.7,1,3,6.2,5.0,73,43.0,56,60,28.1,20.1,16.6,14.7,12.8,5.3,1.1,1.3
SUJ-4452,Manufactura,São Paulo,Universitario,Empresa familiar,Casado,17,6,16,1727,3.56,37.4,81,7.3,6.2,10.0,4.6,8.3,9.2,7.6,5.9,10,8.3,9.2,9.4,0,3,4.9,0.0,6,31.7,40,60,25.6,10.0,20.2,17.0,13.8,6.2,7.2,0.0
SUJ-4453,Servicios,Buenos Aires,Universitario,Holding,Unión libre,27,3,6,871,1.78,10.4,62,5.3,5.7,6.4,1.7,7.6,7.8,5.75,7.8,18,1.5,5.2,7.6,1,3,5.2,0.3,211,22.2,53,58,19.8,33.7,10.4,20.3,8.2,1.1,4.7,1.8
SUJ-4454,Inmuebles,CDMX,Técnico,Startup escalada,Soltero,26,6,7,14542,1.0,35.4,56,5.5,4.4,5.1,3.8,8.0,4.5,5.22,8.9,18,3.1,8.6,6.2,0,2,4.3,5.0,37,24.6,60,69,29.6,21.4,15.6,13.4,9.3,6.2,2.5,2.0
SUJ-4455,Servicios,Barranquilla,Doctorado,Empresa propia,Soltero,29,4,7,13643,3.95,4.0,88,9.0,8.3,10.0,8.8,8.5,10.0,9.1,6.4,25,4.0,5.6,7.1,1,2,6.2,6.1,3,23.3,32,40,25.3,17.0,11.1,19.5,11.7,10.1,3.6,1.7
SUJ-4456,Tecnología,Lima,Maestría,Empresa propia,Casado,30,4,7,1313,1.43,38.9,42,4.8,5.1,5.4,2.3,5.5,6.6,4.95,6.4,24,4.5,7.6,5.4,1,3,4.6,1.7,46,24.5,72,66,22.0,17.0,17.9,11.6,15.1,8.5,4.1,3.8
SUJ-4457,Manufactura,Barranquilla,Universitario,Holding,Casado,17,13,19,9780,1.1,4.0,55,6.5,6.7,4.7,4.7,7.6,2.5,5.45,6.4,38,6.2,9.1,9.9,0,1,4.9,0.7,13,15.9,68,67,22.4,19.3,25.9,9.4,13.8,5.6,1.4,2.2
SUJ-4458,Tecnología,CDMX,Posgrado,Empresa propia,Soltero,23,7,7,7888,1.07,29.9,102,7.9,10.0,10.0,7.6,10.0,8.7,9.03,7.0,18,5.9,9.0,5.9,2,2,3.8,5.3,9,16.1,19,59,17.2,28.1,16.1,18.3,8.1,8.5,2.1,1.6
SUJ-4459,Retail/Comercio,Barranquilla,Maestría,E-commerce,Soltero,25,11,23,2585,1.0,24.3,49,5.5,1.3,4.0,2.9,5.5,4.0,3.87,8.1,32,3.2,9.6,8.1,0,1,4.8,4.0,2,22.4,67,69,28.0,23.2,18.2,15.6,4.9,7.5,1.6,1.0
SUJ-4460,Retail/Comercio,Caracas,Técnico,Franquicia,Soltero,24,8,10,2063,4.09,25.7,66,5.3,4.8,5.5,4.4,7.8,5.6,5.57,7.5,24,5.0,7.1,7.9,0,3,6.4,2.6,4,27.9,61,65,15.8,10.8,26.7,25.8,7.9,5.2,5.4,2.4
SUJ-4461,Retail/Comercio,Bucaramanga,Universitario,Empresa propia,Soltero,23,9,10,2307,1.0,31.6,64,6.2,5.8,5.9,2.6,6.9,3.6,5.17,7.7,21,8.4,8.0,5.3,2,0,6.2,1.2,78,27.8,65,64,17.5,18.7,21.2,16.1,15.5,6.3,2.0,2.7
SUJ-4462,Retail/Comercio,CDMX,Posgrado,Empresa propia,Soltero,32,7,13,10493,2.28,15.8,41,4.7,2.6,3.6,4.2,5.6,5.0,4.28,9.5,24,6.2,8.0,8.6,0,4,4.2,5.0,12,24.3,62,60,20.7,15.5,18.8,6.7,20.6,7.6,6.0,4.1
SUJ-4463,Salud/Farma,Buenos Aires,Maestría,Empresa propia,Soltero,17,5,11,3077,1.0,38.4,59,6.3,5.3,5.1,6.8,7.3,5.3,6.02,7.6,29,7.4,6.6,10.0,4,3,7.5,0.0,17,22.3,45,69,32.1,24.2,9.1,16.4,5.4,7.2,3.3,2.3
SUJ-4464,Tecnología,Cali,Bachillerato,Empresa propia,Casado,24,12,23,2605,29.63,49.4,76,8.5,5.5,6.0,4.3,8.7,8.3,6.88,8.6,6,3.1,7.5,7.9,2,1,4.3,7.0,1,32.6,49,72,35.1,23.9,2.0,13.6,12.8,6.8,2.6,3.2
SUJ-4465,Manufactura,Buenos Aires,Doctorado,Holding,Unión libre,24,9,14,500,1.4,29.1,82,6.7,6.4,8.1,6.5,10.0,10.0,7.95,6.6,10,5.6,7.8,7.1,1,3,6.3,1.4,25,28.6,33,68,17.7,28.1,18.9,15.8,7.3,8.1,4.0,0.1
SUJ-4466,Finanzas,Bucaramanga,Universitario,Empresa propia,Casado,25,6,11,19108,3.02,4.0,87,8.1,9.5,6.6,8.1,9.5,10.0,8.63,8.2,10,7.7,9.2,5.6,1,1,3.9,3.8,5,16.5,36,52,10.9,21.7,21.7,15.3,16.2,7.9,5.0,1.3
SUJ-4467,Tecnología,São Paulo,Universitario,Empresa propia,Unión libre,20,10,18,11177,22.26,52.4,67,10.0,7.5,4.9,6.6,6.0,6.1,6.85,7.9,26,6.3,8.2,9.4,2,1,4.6,4.8,199,51.7,52,65,25.6,14.5,18.2,16.9,10.4,7.5,5.9,1.0
SUJ-4468,Tecnología,Cali,Universitario,Startup escalada,Casado,38,12,21,5121,154.97,63.4,47,5.9,4.5,6.0,5.0,5.2,5.2,5.3,7.0,28,3.8,9.2,5.4,1,0,6.9,0.6,55,58.1,65,64,41.8,13.0,13.6,2.3,17.8,4.5,5.8,1.2
SUJ-4469,Agroindustria,Bucaramanga,Técnico,Franquicia,Casado,31,8,7,22907,1.0,4.0,73,7.2,5.2,7.0,7.7,10.0,8.2,7.55,7.9,11,6.9,8.9,8.2,1,1,4.7,3.9,10,19.8,46,60,20.9,17.0,22.2,10.9,12.9,11.0,3.7,1.4
SUJ-4470,Servicios,Cali,Maestría,Franquicia,Soltero,39,13,19,2779,3.25,22.6,91,6.7,8.0,8.6,5.1,8.9,10.0,7.88,5.1,27,6.1,5.3,6.8,2,3,4.5,4.2,64,24.8,39,57,35.4,9.1,17.7,14.6,9.9,7.4,2.9,3.0
SUJ-4471,Servicios,São Paulo,Doctorado,Holding,Soltero,29,5,19,8984,1.0,11.1,93,9.2,4.9,8.4,6.1,10.0,9.1,7.95,8.1,19,5.2,8.0,8.0,2,1,4.9,3.1,21,19.7,38,70,28.3,22.3,12.9,8.3,15.8,7.8,4.5,0.1
SUJ-4472,Salud/Farma,Buenos Aires,Universitario,Startup escalada,Casado,30,3,7,2912,2.93,48.3,86,6.7,8.1,10.0,6.4,10.0,7.1,8.05,5.4,22,7.2,8.4,9.3,3,2,3.3,0.0,5,22.8,50,44,32.2,19.5,18.5,12.6,9.9,3.9,2.2,1.2
SUJ-4473,Tecnología,São Paulo,Doctorado,Empresa propia,Unión libre,25,5,12,3021,1.0,34.4,54,2.9,5.7,5.9,5.4,8.6,6.6,5.85,9.4,28,4.2,8.2,7.2,0,1,4.0,2.1,9,18.3,54,70,36.1,16.6,10.5,14.8,8.6,4.9,5.1,3.4
SUJ-4474,Finanzas,CDMX,Maestría,Franquicia,Soltero,35,7,17,14899,288.43,78.4,70,8.5,4.6,6.8,6.7,8.2,5.6,6.73,7.1,16,5.4,8.2,8.5,3,4,5.8,0.0,37,61.0,36,62,31.1,13.3,13.6,10.9,17.9,9.4,2.2,1.6
SUJ-4475,Manufactura,Bogotá,Universitario,E-commerce,Soltero,29,13,21,12372,23.91,42.9,75,8.5,8.2,8.0,5.9,9.4,6.1,7.68,6.3,28,5.6,6.3,5.8,0,1,3.5,1.7,6,35.7,44,56,26.3,18.2,14.4,17.9,9.6,7.4,4.9,1.3
SUJ-4476,Retail/Comercio,Santiago,Posgrado,Empresa propia,Casado,24,5,7,2786,1.0,30.0,78,5.9,5.9,8.1,6.7,8.6,9.0,7.37,8.5,42,7.8,7.3,5.2,2,3,4.8,3.1,13,26.4,44,60,23.9,18.8,13.8,23.7,3.0,8.7,3.4,4.7
SUJ-4477,Retail/Comercio,Santiago,Universitario,Startup escalada,Soltero,37,8,14,679,1.0,8.3,48,3.8,3.4,6.8,4.6,5.3,6.8,5.12,8.0,20,6.3,8.6,5.2,5,3,6.5,2.9,1,16.7,58,61,32.9,14.6,15.6,12.0,7.2,11.9,3.9,1.9
SUJ-4478,Finanzas,Bucaramanga,Posgrado,Empresa familiar,Soltero,18,11,13,3540,1.53,41.7,100,8.7,8.5,9.5,5.2,10.0,10.0,8.65,7.4,34,5.0,8.0,7.5,3,3,4.1,3.8,10,24.3,38,56,17.2,27.9,14.1,17.7,10.3,3.9,5.4,3.5
SUJ-4479,Manufactura,Santiago,Bachillerato,Empresa familiar,Casado,21,8,10,11418,6.88,34.4,90,10.0,5.8,9.1,6.0,9.0,10.0,8.32,3.4,30,4.6,10.0,10.0,2,2,5.5,0.9,4,28.5,43,44,26.3,22.6,15.5,15.0,5.2,9.8,3.2,2.4
SUJ-4480,Manufactura,Buenos Aires,Posgrado,Empresa propia,Soltero,42,5,15,847,1.0,26.3,72,7.7,5.1,8.3,2.9,9.7,8.1,6.97,8.9,17,3.0,9.8,5.7,3,1,5.2,0.0,136,26.8,54,63,29.3,23.6,7.0,9.5,14.7,6.9,7.0,2.0
SUJ-4481,Tecnología,Monterrey,Bachillerato,Empresa propia,Casado,30,2,11,8920,4.98,37.0,74,8.4,6.9,8.9,5.3,10.0,6.9,7.73,7.5,30,4.3,9.4,3.0,2,2,5.9,2.5,5,28.9,48,53,26.1,22.9,22.8,5.5,7.0,8.9,6.2,0.6
SUJ-4482,Retail/Comercio,Bucaramanga,Maestría,Empresa familiar,Unión libre,17,11,23,17641,77.81,43.9,66,8.9,5.3,6.1,5.2,7.9,5.1,6.42,6.6,18,6.0,8.4,6.2,2,5,6.6,3.3,34,49.0,61,69,33.3,11.4,14.5,21.3,9.0,8.1,0.5,1.9
SUJ-4483,Retail/Comercio,Cali,Maestría,Franquicia,Casado,32,3,12,1580,4.9,27.1,89,10.0,9.3,6.4,6.9,8.6,8.6,8.3,6.0,34,2.0,6.2,5.0,2,1,4.2,3.8,8,24.3,38,48,29.0,20.8,14.4,15.3,7.3,9.2,2.4,1.6
SUJ-4484,Manufactura,São Paulo,Universitario,Empresa propia,Soltero,19,5,11,15855,6.48,28.8,57,6.5,3.2,3.8,4.1,5.8,5.7,4.85,9.3,37,5.9,6.2,6.0,0,4,4.9,6.1,96,37.2,63,65,24.3,22.0,18.4,15.7,8.0,5.7,3.8,2.1
SUJ-4485,Tecnología,São Paulo,Universitario,Holding,Soltero,22,7,9,500,18.43,66.3,74,8.4,6.5,8.1,6.2,9.7,7.2,7.68,8.0,22,3.9,6.6,5.9,1,1,5.0,1.7,2,35.7,41,56,12.3,7.4,29.0,21.9,9.2,16.9,2.8,0.5
SUJ-4486,Inmuebles,Lima,Universitario,Empresa propia,Soltero,41,12,23,8794,39.43,44.1,61,7.0,6.8,6.7,5.0,6.4,6.3,6.37,9.9,14,8.0,6.8,6.6,2,2,5.8,3.6,14,46.0,51,55,18.0,27.6,9.0,20.2,12.3,8.8,4.1,-0.0
SUJ-4487,Tecnología,Barranquilla,Posgrado,Empresa propia,Casado,35,10,18,12524,139.67,67.5,72,5.6,7.3,5.3,4.7,6.4,6.8,6.02,9.3,29,5.6,9.4,9.3,0,2,3.2,3.7,6,51.7,63,68,26.7,17.6,19.7,13.1,10.7,7.5,3.0,1.7
SUJ-4488,Finanzas,Buenos Aires,Universitario,Startup escalada,Soltero,37,7,16,4706,7.24,57.9,88,9.2,6.5,8.4,4.9,10.0,9.0,8.0,7.7,20,6.0,7.7,4.1,1,1,6.3,4.7,61,43.9,49,69,24.6,18.9,13.6,13.8,15.3,7.1,5.4,1.3
SUJ-4489,Inmuebles,Cali,Posgrado,Empresa propia,Soltero,22,11,19,1822,1.22,22.3,64,6.1,8.1,6.0,4.2,8.0,5.4,6.3,8.1,22,3.8,9.4,7.8,0,4,6.1,2.7,12,20.8,59,66,16.5,32.1,11.9,10.0,12.2,9.8,5.7,1.8
SUJ-4490,Manufactura,Monterrey,Universitario,Empresa propia,Soltero,24,12,22,20693,5.55,24.2,75,4.3,4.0,6.3,6.2,7.2,8.1,6.02,5.2,21,4.7,8.3,7.9,0,2,5.3,5.5,50,31.3,58,41,22.2,16.2,22.1,18.7,13.6,5.5,0.4,1.3
SUJ-4491,Finanzas,Lima,Bachillerato,Empresa propia,Soltero,27,5,6,500,1.79,67.0,71,6.4,6.1,4.5,5.5,8.0,5.6,6.02,8.5,35,5.5,6.4,7.5,2,5,5.4,3.7,1,25.9,64,55,21.9,15.3,18.7,21.5,8.7,9.5,2.7,1.7
SUJ-4492,Manufactura,Santiago,Bachillerato,E-commerce,Soltero,31,5,7,6478,2.51,5.9,62,6.1,6.8,5.9,5.3,8.3,6.9,6.55,7.7,18,7.0,9.2,7.8,2,3,4.0,3.9,4,19.7,59,55,31.8,20.3,11.5,8.7,15.4,7.1,2.8,2.4
SUJ-4493,Manufactura,Monterrey,Técnico,Empresa propia,Casado,23,10,13,3732,10.17,9.0,64,8.1,7.3,7.1,5.4,8.2,6.2,7.05,7.4,21,5.6,8.1,6.3,2,0,3.0,3.3,119,34.2,54,65,28.8,20.3,14.4,7.2,16.8,8.8,2.7,1.0
SUJ-4494,Inmuebles,Bucaramanga,Maestría,Franquicia,Soltero,37,13,20,4945,8.86,39.3,64,6.8,4.5,9.1,6.7,7.1,7.2,6.9,6.7,35,4.9,10.0,5.9,5,7,4.9,2.1,144,37.3,46,60,33.1,14.1,22.2,8.5,11.0,8.7,1.7,0.7
SUJ-4495,Inmuebles,Caracas,Doctorado,E-commerce,Soltero,28,4,8,6152,1.41,30.4,48,4.6,4.8,3.5,3.2,5.2,7.2,4.75,8.5,18,4.4,8.2,7.6,3,0,3.7,3.1,3,15.7,58,76,35.3,23.1,14.6,11.9,7.2,1.3,4.0,2.6
SUJ-4496,Manufactura,São Paulo,Universitario,Startup escalada,Soltero,34,1,11,6121,2.76,4.0,70,5.7,7.1,6.4,6.5,7.2,4.6,6.25,6.6,17,6.6,6.1,8.4,1,2,5.1,2.9,23,20.4,40,48,22.8,18.3,21.3,23.0,7.9,3.9,2.2,0.6
SUJ-4497,Retail/Comercio,Medellín,Posgrado,Empresa propia,Unión libre,21,9,15,1821,1.0,38.2,73,7.2,6.1,9.5,8.1,8.5,7.1,7.75,5.8,30,5.5,7.8,8.3,3,1,5.6,5.7,28,29.3,39,49,35.1,23.1,19.3,7.3,8.6,6.5,0.0,0.1
SUJ-4498,Tecnología,Medellín,Técnico,Startup escalada,Soltero,23,12,26,9108,980.0,58.7,52,6.9,3.3,7.1,2.4,7.4,6.1,5.53,5.9,28,3.4,6.4,8.3,1,1,6.4,4.5,2,58.6,67,64,20.5,23.9,16.7,17.8,13.6,4.3,1.3,1.9
SUJ-4499,Finanzas,Santiago,Posgrado,Empresa propia,Casado,27,7,19,500,62.41,85.0,66,8.1,3.6,7.9,5.7,8.2,6.4,6.65,5.6,8,6.6,5.8,7.3,0,1,5.2,2.5,4,40.6,60,55,27.2,20.5,22.9,17.4,3.7,8.4,0.0,-0.1
SUJ-4500,Retail/Comercio,Medellín,Técnico,Holding,Casado,23,17,23,500,4.02,31.1,69,8.2,5.2,7.0,4.8,6.6,7.2,6.5,8.8,8,10.0,5.8,8.0,1,2,4.3,2.1,2,21.4,45,78,34.8,23.7,13.9,7.7,7.4,8.4,2.3,1.8
SUJ-4501,Manufactura,Medellín,Posgrado,Franquicia,Casado,32,4,5,5208,7.0,54.5,83,6.7,6.3,9.2,5.3,9.7,8.4,7.6,6.8,27,5.1,8.6,10.0,4,3,5.6,0.2,31,38.4,51,57,33.2,24.7,9.8,13.1,8.0,10.0,0.1,1.1
SUJ-4502,Retail/Comercio,Cali,Doctorado,Empresa propia,Soltero,32,4,12,6245,1.43,42.2,96,9.6,6.9,7.9,10.0,8.5,10.0,8.82,7.3,12,6.6,7.8,8.4,2,1,6.4,4.5,62,30.1,30,42,28.7,19.0,11.9,13.8,17.1,7.9,1.5,0.1
SUJ-4503,Finanzas,Cali,Universitario,Holding,Unión libre,24,4,6,2571,6.98,21.8,78,7.8,9.1,6.3,6.8,10.0,6.0,7.67,9.4,26,6.0,4.9,9.5,0,1,5.8,4.8,9,23.1,43,58,21.3,25.4,23.8,13.6,12.4,1.2,0.8,1.5
SUJ-4504,Tecnología,Barranquilla,Maestría,Empresa propia,Casado,29,7,10,6417,3.7,52.8,54,5.7,5.7,3.6,4.0,8.5,3.7,5.2,6.0,15,6.2,6.9,7.7,3,0,6.3,2.4,126,32.5,56,58,30.3,17.5,18.5,15.8,13.0,3.1,0.0,1.8
SUJ-4505,Retail/Comercio,CDMX,Bachillerato,Empresa propia,Casado,38,7,12,5807,1.0,27.5,60,6.6,5.0,6.2,6.2,7.0,6.7,6.28,5.7,34,10.0,9.7,8.8,1,4,4.9,0.0,9,21.4,64,50,18.1,26.8,15.5,16.3,10.3,6.5,2.5,4.0
