var_a,var_b,pearson_r,pearson_r2,pearson_p,significativo_95,ci95_lo,ci95_hi,spearman_r,spearman_p,fuerza,direccion,abs_r
score_conocimiento,attr_capital_inicial_pct,-0.0012,0.0,0.929732,False,-0.029,0.0265,-0.0036,0.801384,Muy débil / ruido,Negativa,0.0012
sacrificio_amigos,attr_oportunidad_pct,-0.0012,0.0,0.930145,False,-0.029,0.0265,-0.0059,0.676795,Muy débil / ruido,Negativa,0.0012
anos_trayectoria_total,score_vision,0.0011,0.0,0.940135,False,-0.0267,0.0288,-0.0008,0.957476,Muy débil / ruido,Positiva,0.0011
sacrificio_salud,score_red_contactos,0.0011,0.0,0.935854,False,-0.0266,0.0289,0.0024,0.866146,Muy débil / ruido,Positiva,0.0011
sacrificio_sueno,score_vision,-0.0011,0.0,0.940452,False,-0.0288,0.0267,0.0018,0.896584,Muy débil / ruido,Negativa,0.0011
patrimonio_m_usd,sacrificio_ocio_hobbies,0.0011,0.0,0.937884,False,-0.0266,0.0288,0.0187,0.185129,Muy débil / ruido,Positiva,0.0011
score_conocimiento,attr_disciplina_pct,-0.0011,0.0,0.940649,False,-0.0288,0.0267,0.0047,0.73927,Muy débil / ruido,Negativa,0.0011
score_resiliencia,attr_oportunidad_pct,-0.001,0.0,0.944235,False,-0.0287,0.0267,-0.0015,0.915353,Muy débil / ruido,Negativa,0.001
patrimonio_m_usd,attr_suerte_pct,-0.001,0.0,0.940889,False,-0.0288,0.0267,-0.0033,0.816164,Muy débil / ruido,Negativa,0.001
anos_primer_millon,score_red_contactos,0.0009,0.0,0.948547,False,-0.0268,0.0286,0.0031,0.828429,Muy débil / ruido,Positiva,0.0009
score_red_contactos,attr_suerte_pct,-0.0009,0.0,0.946806,False,-0.0287,0.0268,0.0015,0.914704,Muy débil / ruido,Negativa,0.0009
anos_trayectoria_total,attr_trabajo_duro_pct,-0.0009,0.0,0.951272,False,-0.0286,0.0269,0.0075,0.59572,Muy débil / ruido,Negativa,0.0009
capital_inicial_usd,sacrificio_sueno,-0.0009,0.0,0.949848,False,-0.0286,0.0268,0.012,0.397975,Muy débil / ruido,Negativa,0.0009
edad_inicio,attr_capital_inicial_pct,0.0008,0.0,0.95406,False,-0.0269,0.0285,-0.0037,0.791669,Muy débil / ruido,Positiva,0.0008
edad_inicio,hijos_num,-0.0008,0.0,0.953697,False,-0.0285,0.0269,0.0023,0.872467,Muy débil / ruido,Negativa,0.0008
score_vision,empleos_generados,-0.0008,0.0,0.956132,False,-0.0285,0.0269,-0.0002,0.990395,Muy débil / ruido,Negativa,0.0008
bienestar_psicologico,attr_capital_inicial_pct,-0.0008,0.0,0.953056,False,-0.0286,0.0269,-0.0017,0.90604,Muy débil / ruido,Negativa,0.0008
roi_anualizado_pct,attr_capital_inicial_pct,0.0008,0.0,0.953664,False,-0.0269,0.0285,0.0009,0.949878,Muy débil / ruido,Positiva,0.0008
roi_anualizado_pct,satisfaccion_vida,-0.0008,0.0,0.957183,False,-0.0285,0.027,0.0018,0.897812,Muy débil / ruido,Negativa,0.0008
score_exito,attr_suerte_pct,0.0007,0.0,0.961253,False,-0.027,0.0284,-0.0005,0.971036,Muy débil / ruido,Positiva,0.0007
score_resiliencia,attr_red_pct,-0.0007,0.0,0.959336,False,-0.0284,0.027,0.0012,0.931064,Muy débil / ruido,Negativa,0.0007
roi_anualizado_pct,hijos_num,-0.0007,0.0,0.961983,False,-0.0284,0.027,-0.0037,0.793199,Muy débil / ruido,Negativa,0.0007
roi_anualizado_pct,sacrificio_ocio_hobbies,-0.0007,0.0,0.961717,False,-0.0284,0.027,-0.0063,0.654613,Muy débil / ruido,Negativa,0.0007
sacrificio_ocio_hobbies,score_vision,0.0007,0.0,0.958268,False,-0.027,0.0285,0.0008,0.955605,Muy débil / ruido,Positiva,0.0007
score_red_contactos,bienestar_psicologico,0.0007,0.0,0.963217,False,-0.0271,0.0284,-0.0031,0.82468,Muy débil / ruido,Positiva,0.0007
score_resiliencia,sueno_horas_noche,0.0006,0.0,0.966595,False,-0.0271,0.0283,0.002,0.88721,Muy débil / ruido,Positiva,0.0006
capital_inicial_usd,attr_suerte_pct,0.0006,0.0,0.965169,False,-0.0271,0.0283,-0.0058,0.682818,Muy débil / ruido,Positiva,0.0006
sacrificio_salud,score_disciplina,-0.0006,0.0,0.964764,False,-0.0283,0.0271,0.0048,0.734168,Muy débil / ruido,Negativa,0.0006
sacrificio_sueno,score_resiliencia,-0.0006,0.0,0.966827,False,-0.0283,0.0271,-0.0066,0.638798,Muy débil / ruido,Negativa,0.0006
sacrificio_total,attr_trabajo_duro_pct,-0.0006,0.0,0.966212,False,-0.0283,0.0271,-0.0008,0.956588,Muy débil / ruido,Negativa,0.0006
anos_trayectoria_total,attr_vision_pct,-0.0006,0.0,0.966592,False,-0.0283,0.0271,0.0075,0.594061,Muy débil / ruido,Negativa,0.0006
score_conocimiento,score_vision,-0.0005,0.0,0.97189,False,-0.0282,0.0272,-0.0009,0.950541,Muy débil / ruido,Negativa,0.0005
anos_trayectoria_total,sueno_horas_noche,0.0005,0.0,0.971846,False,-0.0272,0.0282,-0.001,0.946099,Muy débil / ruido,Positiva,0.0005
capital_inicial_usd,sacrificio_total,-0.0005,0.0,0.96909,False,-0.0283,0.0272,0.0106,0.453558,Muy débil / ruido,Negativa,0.0005
hijos_num,attr_conocimiento_pct,0.0004,0.0,0.975483,False,-0.0273,0.0282,0.006,0.671509,Muy débil / ruido,Positiva,0.0004
horas_sem_pico,score_red_contactos,0.0004,0.0,0.976808,False,-0.0273,0.0281,0.0003,0.983255,Muy débil / ruido,Positiva,0.0004
roi_anualizado_pct,sueno_horas_noche,0.0004,0.0,0.979729,False,-0.0274,0.0281,-0.0008,0.953778,Muy débil / ruido,Positiva,0.0004
patrimonio_m_usd,score_conocimiento,0.0004,0.0,0.975129,False,-0.0273,0.0282,-0.0047,0.739874,Muy débil / ruido,Positiva,0.0004
divorcios_num,attr_red_pct,0.0004,0.0,0.97762,False,-0.0273,0.0281,0.0049,0.726672,Muy débil / ruido,Positiva,0.0004
score_exito,satisfaccion_vida,0.0004,0.0,0.976914,False,-0.0273,0.0281,0.0046,0.746561,Muy débil / ruido,Positiva,0.0004
sacrificio_ocio_hobbies,score_red_contactos,0.0004,0.0,0.976803,False,-0.0273,0.0281,-0.003,0.830631,Muy débil / ruido,Positiva,0.0004
empleos_generados,attr_red_pct,-0.0003,0.0,0.985062,False,-0.028,0.0275,0.0051,0.717271,Muy débil / ruido,Negativa,0.0003
sueno_horas_noche,bienestar_psicologico,-0.0003,0.0,0.983867,False,-0.028,0.0274,0.0017,0.903551,Muy débil / ruido,Negativa,0.0003
patrimonio_m_usd,attr_vision_pct,-0.0003,0.0,0.980428,False,-0.0281,0.0274,-0.0061,0.664755,Muy débil / ruido,Negativa,0.0003
sacrificio_salud,attr_trabajo_duro_pct,0.0003,0.0,0.983969,False,-0.0274,0.028,0.0029,0.839707,Muy débil / ruido,Positiva,0.0003
roi_anualizado_pct,sacrificio_amor_pareja,0.0002,0.0,0.990934,False,-0.0276,0.0279,-0.0028,0.845432,Muy débil / ruido,Positiva,0.0002
sacrificio_total,sueno_horas_noche,0.0002,0.0,0.98604,False,-0.0275,0.028,-0.0044,0.753439,Muy débil / ruido,Positiva,0.0002
sacrificio_salud,hijos_num,0.0002,0.0,0.991099,False,-0.0276,0.0279,0.0011,0.93786,Muy débil / ruido,Positiva,0.0002
edad_inicio,sacrificio_familia,-0.0001,0.0,0.996361,False,-0.0278,0.0277,0.001,0.942123,Muy débil / ruido,Negativa,0.0001
sacrificio_amigos,attr_conocimiento_pct,-0.0001,0.0,0.994704,False,-0.0278,0.0276,0.003,0.829856,Muy débil / ruido,Negativa,0.0001
sacrificio_total,score_vision,0.0001,0.0,0.996899,False,-0.0277,0.0278,-0.0006,0.964906,Muy débil / ruido,Positiva,0.0001
