variable,categoria,frecuencia,porcentaje
id,SUJ-2619,1,0.02
id,SUJ-2620,1,0.02
id,SUJ-2621,1,0.02
id,SUJ-2622,1,0.02
id,SUJ-2623,1,0.02
id,SUJ-2624,1,0.02
id,SUJ-2625,1,0.02
id,SUJ-2626,1,0.02
id,SUJ-2627,1,0.02
id,SUJ-2628,1,0.02
id,SUJ-2629,1,0.02
id,SUJ-2630,1,0.02
id,SUJ-2631,1,0.02
id,SUJ-2632,1,0.02
id,SUJ-2633,1,0.02
id,SUJ-2634,1,0.02
id,SUJ-2635,1,0.02
id,SUJ-2636,1,0.02
id,SUJ-2637,1,0.02
id,SUJ-2638,1,0.02
id,SUJ-2639,1,0.02
id,SUJ-2640,1,0.02
id,SUJ-2641,1,0.02
id,SUJ-2642,1,0.02
id,SUJ-2643,1,0.02
id,SUJ-2644,1,0.02
id,SUJ-2645,1,0.02
id,SUJ-2646,1,0.02
id,SUJ-2647,1,0.02
id,SUJ-2648,1,0.02
id,SUJ-2649,1,0.02
id,SUJ-2650,1,0.02
id,SUJ-2651,1,0.02
id,SUJ-2652,1,0.02
id,SUJ-2653,1,0.02
id,SUJ-2654,1,0.02
id,SUJ-2655,1,0.02
id,SUJ-2656,1,0.02
id,SUJ-2657,1,0.02
id,SUJ-2658,1,0.02
id,SUJ-2659,1,0.02
id,SUJ-2660,1,0.02
id,SUJ-2661,1,0.02
id,SUJ-2662,1,0.02
id,SUJ-2663,1,0.02
id,SUJ-2664,1,0.02
id,SUJ-2665,1,0.02
id,SUJ-2666,1,0.02
id,SUJ-2667,1,0.02
id,SUJ-2668,1,0.02
id,SUJ-2669,1,0.02
id,SUJ-2670,1,0.02
id,SUJ-2671,1,0.02
id,SUJ-2672,1,0.02
id,SUJ-2673,1,0.02
id,SUJ-2674,1,0.02
id,SUJ-2675,1,0.02
id,SUJ-2676,1,0.02
id,SUJ-2677,1,0.02
id,SUJ-2678,1,0.02
id,SUJ-2679,1,0.02
id,SUJ-2680,1,0.02
id,SUJ-2681,1,0.02
id,SUJ-2682,1,0.02
id,SUJ-2683,1,0.02
id,SUJ-2684,1,0.02
id,SUJ-2685,1,0.02
id,SUJ-2686,1,0.02
id,SUJ-2687,1,0.02
id,SUJ-2688,1,0.02
id,SUJ-2689,1,0.02
id,SUJ-2690,1,0.02
id,SUJ-2691,1,0.02
id,SUJ-2692,1,0.02
id,SUJ-2693,1,0.02
id,SUJ-2694,1,0.02
id,SUJ-2695,1,0.02
id,SUJ-2696,1,0.02
id,SUJ-2697,1,0.02
id,SUJ-2698,1,0.02
id,SUJ-2699,1,0.02
id,SUJ-2700,1,0.02
id,SUJ-2701,1,0.02
id,SUJ-2702,1,0.02
id,SUJ-2703,1,0.02
id,SUJ-2704,1,0.02
id,SUJ-2705,1,0.02
id,SUJ-2706,1,0.02
id,SUJ-2707,1,0.02
id,SUJ-2708,1,0.02
id,SUJ-2709,1,0.02
id,SUJ-2710,1,0.02
id,SUJ-2711,1,0.02
id,SUJ-2712,1,0.02
id,SUJ-2713,1,0.02
id,SUJ-2714,1,0.02
id,SUJ-2715,1,0.02
id,SUJ-2716,1,0.02
id,SUJ-2717,1,0.02
id,SUJ-2718,1,0.02
id,SUJ-2719,1,0.02
id,SUJ-2720,1,0.02
id,SUJ-2721,1,0.02
id,SUJ-2722,1,0.02
id,SUJ-2723,1,0.02
id,SUJ-2724,1,0.02
id,SUJ-2725,1,0.02
id,SUJ-2726,1,0.02
id,SUJ-2727,1,0.02
id,SUJ-2728,1,0.02
id,SUJ-2729,1,0.02
id,SUJ-2730,1,0.02
id,SUJ-2731,1,0.02
id,SUJ-2732,1,0.02
id,SUJ-2733,1,0.02
id,SUJ-2734,1,0.02
id,SUJ-2735,1,0.02
id,SUJ-2736,1,0.02
id,SUJ-2737,1,0.02
id,SUJ-2738,1,0.02
id,SUJ-2739,1,0.02
id,SUJ-2740,1,0.02
id,SUJ-2741,1,0.02
id,SUJ-2742,1,0.02
id,SUJ-2743,1,0.02
id,SUJ-2744,1,0.02
id,SUJ-2745,1,0.02
id,SUJ-2746,1,0.02
id,SUJ-2747,1,0.02
id,SUJ-2748,1,0.02
id,SUJ-2749,1,0.02
id,SUJ-2750,1,0.02
id,SUJ-2751,1,0.02
id,SUJ-2752,1,0.02
id,SUJ-2753,1,0.02
id,SUJ-2754,1,0.02
id,SUJ-2755,1,0.02
id,SUJ-2756,1,0.02
id,SUJ-2757,1,0.02
id,SUJ-2758,1,0.02
id,SUJ-2759,1,0.02
id,SUJ-2760,1,0.02
id,SUJ-2761,1,0.02
id,SUJ-2762,1,0.02
id,SUJ-2763,1,0.02
id,SUJ-2764,1,0.02
id,SUJ-2765,1,0.02
id,SUJ-2766,1,0.02
id,SUJ-2767,1,0.02
id,SUJ-2768,1,0.02
id,SUJ-2769,1,0.02
id,SUJ-2770,1,0.02
id,SUJ-2771,1,0.02
id,SUJ-2772,1,0.02
id,SUJ-2773,1,0.02
id,SUJ-2774,1,0.02
id,SUJ-2775,1,0.02
id,SUJ-2776,1,0.02
id,SUJ-2777,1,0.02
id,SUJ-2778,1,0.02
id,SUJ-2779,1,0.02
id,SUJ-2780,1,0.02
id,SUJ-2781,1,0.02
id,SUJ-2782,1,0.02
id,SUJ-2783,1,0.02
id,SUJ-2784,1,0.02
id,SUJ-2785,1,0.02
id,SUJ-2786,1,0.02
id,SUJ-2787,1,0.02
id,SUJ-2788,1,0.02
id,SUJ-2789,1,0.02
id,SUJ-2790,1,0.02
id,SUJ-2791,1,0.02
id,SUJ-2792,1,0.02
id,SUJ-2793,1,0.02
id,SUJ-2794,1,0.02
id,SUJ-2795,1,0.02
id,SUJ-2796,1,0.02
id,SUJ-2797,1,0.02
id,SUJ-2798,1,0.02
id,SUJ-2799,1,0.02
id,SUJ-2800,1,0.02
id,SUJ-2801,1,0.02
id,SUJ-2802,1,0.02
id,SUJ-2803,1,0.02
id,SUJ-2804,1,0.02
id,SUJ-2805,1,0.02
id,SUJ-2806,1,0.02
id,SUJ-2807,1,0.02
id,SUJ-2808,1,0.02
id,SUJ-2809,1,0.02
id,SUJ-2810,1,0.02
id,SUJ-2811,1,0.02
id,SUJ-2812,1,0.02
id,SUJ-2813,1,0.02
id,SUJ-2814,1,0.02
id,SUJ-2815,1,0.02
id,SUJ-2816,1,0.02
id,SUJ-2817,1,0.02
id,SUJ-2818,1,0.02
id,SUJ-2819,1,0.02
id,SUJ-2820,1,0.02
id,SUJ-2821,1,0.02
id,SUJ-2822,1,0.02
id,SUJ-2823,1,0.02
id,SUJ-2824,1,0.02
id,SUJ-2825,1,0.02
id,SUJ-2826,1,0.02
id,SUJ-2827,1,0.02
id,SUJ-2828,1,0.02
id,SUJ-2829,1,0.02
id,SUJ-2830,1,0.02
id,SUJ-2831,1,0.02
id,SUJ-2832,1,0.02
id,SUJ-2833,1,0.02
id,SUJ-2834,1,0.02
id,SUJ-2835,1,0.02
id,SUJ-2836,1,0.02
id,SUJ-2837,1,0.02
id,SUJ-2838,1,0.02
id,SUJ-2839,1,0.02
id,SUJ-2840,1,0.02
id,SUJ-2841,1,0.02
id,SUJ-2842,1,0.02
id,SUJ-2843,1,0.02
id,SUJ-2844,1,0.02
id,SUJ-2845,1,0.02
id,SUJ-2846,1,0.02
id,SUJ-2847,1,0.02
id,SUJ-2848,1,0.02
id,SUJ-2849,1,0.02
id,SUJ-2850,1,0.02
id,SUJ-2851,1,0.02
id,SUJ-2852,1,0.02
id,SUJ-2853,1,0.02
id,SUJ-2854,1,0.02
id,SUJ-2855,1,0.02
id,SUJ-2856,1,0.02
id,SUJ-2857,1,0.02
id,SUJ-2858,1,0.02
id,SUJ-2859,1,0.02
id,SUJ-2860,1,0.02
id,SUJ-2861,1,0.02
id,SUJ-2862,1,0.02
id,SUJ-2863,1,0.02
id,SUJ-2864,1,0.02
id,SUJ-2865,1,0.02
id,SUJ-2866,1,0.02
id,SUJ-2867,1,0.02
id,SUJ-2868,1,0.02
id,SUJ-2869,1,0.02
id,SUJ-2870,1,0.02
id,SUJ-2871,1,0.02
id,SUJ-2872,1,0.02
id,SUJ-2873,1,0.02
id,SUJ-2874,1,0.02
id,SUJ-2875,1,0.02
id,SUJ-2876,1,0.02
id,SUJ-2877,1,0.02
id,SUJ-2878,1,0.02
id,SUJ-2879,1,0.02
id,SUJ-2880,1,0.02
id,SUJ-2881,1,0.02
id,SUJ-2882,1,0.02
id,SUJ-2883,1,0.02
id,SUJ-2884,1,0.02
id,SUJ-2885,1,0.02
id,SUJ-2886,1,0.02
id,SUJ-2887,1,0.02
id,SUJ-2888,1,0.02
id,SUJ-2889,1,0.02
id,SUJ-2890,1,0.02
id,SUJ-2891,1,0.02
id,SUJ-2892,1,0.02
id,SUJ-2893,1,0.02
id,SUJ-2894,1,0.02
id,SUJ-2895,1,0.02
id,SUJ-2896,1,0.02
id,SUJ-2897,1,0.02
id,SUJ-2898,1,0.02
id,SUJ-2899,1,0.02
id,SUJ-2900,1,0.02
id,SUJ-2901,1,0.02
id,SUJ-2902,1,0.02
id,SUJ-2903,1,0.02
id,SUJ-2904,1,0.02
id,SUJ-2905,1,0.02
id,SUJ-2906,1,0.02
id,SUJ-2907,1,0.02
id,SUJ-2908,1,0.02
id,SUJ-2909,1,0.02
id,SUJ-2910,1,0.02
id,SUJ-2911,1,0.02
id,SUJ-2912,1,0.02
id,SUJ-2913,1,0.02
id,SUJ-2914,1,0.02
id,SUJ-2915,1,0.02
id,SUJ-2916,1,0.02
id,SUJ-2917,1,0.02
id,SUJ-2918,1,0.02
id,SUJ-2919,1,0.02
id,SUJ-2920,1,0.02
id,SUJ-2921,1,0.02
id,SUJ-2922,1,0.02
id,SUJ-2923,1,0.02
id,SUJ-2924,1,0.02
id,SUJ-2925,1,0.02
id,SUJ-2926,1,0.02
id,SUJ-2927,1,0.02
id,SUJ-2928,1,0.02
id,SUJ-2929,1,0.02
id,SUJ-2930,1,0.02
id,SUJ-2931,1,0.02
id,SUJ-2932,1,0.02
id,SUJ-2933,1,0.02
id,SUJ-2934,1,0.02
id,SUJ-2935,1,0.02
id,SUJ-2936,1,0.02
id,SUJ-2937,1,0.02
id,SUJ-2938,1,0.02
id,SUJ-2939,1,0.02
id,SUJ-2940,1,0.02
id,SUJ-2941,1,0.02
id,SUJ-2942,1,0.02
id,SUJ-2943,1,0.02
id,SUJ-2944,1,0.02
id,SUJ-2945,1,0.02
id,SUJ-2946,1,0.02
id,SUJ-2947,1,0.02
id,SUJ-2948,1,0.02
id,SUJ-2949,1,0.02
id,SUJ-2950,1,0.02
id,SUJ-2951,1,0.02
id,SUJ-2952,1,0.02
id,SUJ-2953,1,0.02
id,SUJ-2954,1,0.02
id,SUJ-2955,1,0.02
id,SUJ-2956,1,0.02
id,SUJ-2957,1,0.02
id,SUJ-2958,1,0.02
id,SUJ-2959,1,0.02
id,SUJ-2960,1,0.02
id,SUJ-2961,1,0.02
id,SUJ-2962,1,0.02
id,SUJ-2963,1,0.02
id,SUJ-2964,1,0.02
id,SUJ-2965,1,0.02
id,SUJ-2966,1,0.02
id,SUJ-2967,1,0.02
id,SUJ-2968,1,0.02
id,SUJ-2969,1,0.02
id,SUJ-2970,1,0.02
id,SUJ-2971,1,0.02
id,SUJ-2972,1,0.02
id,SUJ-2973,1,0.02
id,SUJ-2974,1,0.02
id,SUJ-2975,1,0.02
id,SUJ-2976,1,0.02
id,SUJ-2977,1,0.02
id,SUJ-2978,1,0.02
id,SUJ-2979,1,0.02
id,SUJ-2980,1,0.02
id,SUJ-2981,1,0.02
id,SUJ-2982,1,0.02
id,SUJ-2983,1,0.02
id,SUJ-2984,1,0.02
id,SUJ-2985,1,0.02
id,SUJ-2986,1,0.02
id,SUJ-2987,1,0.02
id,SUJ-2988,1,0.02
id,SUJ-2989,1,0.02
id,SUJ-2990,1,0.02
id,SUJ-2991,1,0.02
id,SUJ-2992,1,0.02
id,SUJ-2993,1,0.02
id,SUJ-2994,1,0.02
id,SUJ-2995,1,0.02
id,SUJ-2996,1,0.02
id,SUJ-2997,1,0.02
id,SUJ-2998,1,0.02
id,SUJ-2999,1,0.02
id,SUJ-3000,1,0.02
id,SUJ-3001,1,0.02
id,SUJ-3002,1,0.02
id,SUJ-3003,1,0.02
id,SUJ-3004,1,0.02
id,SUJ-3005,1,0.02
id,SUJ-3006,1,0.02
id,SUJ-3007,1,0.02
id,SUJ-3008,1,0.02
id,SUJ-3009,1,0.02
id,SUJ-3010,1,0.02
id,SUJ-3011,1,0.02
id,SUJ-3012,1,0.02
id,SUJ-3013,1,0.02
id,SUJ-3014,1,0.02
id,SUJ-3015,1,0.02
id,SUJ-3016,1,0.02
id,SUJ-3017,1,0.02
id,SUJ-3018,1,0.02
id,SUJ-3019,1,0.02
id,SUJ-3020,1,0.02
id,SUJ-3021,1,0.02
id,SUJ-3022,1,0.02
id,SUJ-3023,1,0.02
id,SUJ-3024,1,0.02
id,SUJ-3025,1,0.02
id,SUJ-3026,1,0.02
id,SUJ-3027,1,0.02
id,SUJ-3028,1,0.02
id,SUJ-3029,1,0.02
id,SUJ-3030,1,0.02
id,SUJ-3031,1,0.02
id,SUJ-3032,1,0.02
id,SUJ-3033,1,0.02
id,SUJ-3034,1,0.02
id,SUJ-3035,1,0.02
id,SUJ-3036,1,0.02
id,SUJ-3037,1,0.02
id,SUJ-3038,1,0.02
id,SUJ-3039,1,0.02
id,SUJ-3040,1,0.02
id,SUJ-3041,1,0.02
id,SUJ-3042,1,0.02
id,SUJ-3043,1,0.02
id,SUJ-3044,1,0.02
id,SUJ-3045,1,0.02
id,SUJ-3046,1,0.02
id,SUJ-3047,1,0.02
id,SUJ-3048,1,0.02
id,SUJ-3049,1,0.02
id,SUJ-3050,1,0.02
id,SUJ-3051,1,0.02
id,SUJ-3052,1,0.02
id,SUJ-3053,1,0.02
id,SUJ-3054,1,0.02
id,SUJ-3055,1,0.02
id,SUJ-3056,1,0.02
id,SUJ-3057,1,0.02
id,SUJ-3058,1,0.02
id,SUJ-3059,1,0.02
id,SUJ-3060,1,0.02
id,SUJ-3061,1,0.02
id,SUJ-3062,1,0.02
id,SUJ-3063,1,0.02
id,SUJ-3064,1,0.02
id,SUJ-3065,1,0.02
id,SUJ-3066,1,0.02
id,SUJ-3067,1,0.02
id,SUJ-3068,1,0.02
id,SUJ-3069,1,0.02
id,SUJ-3070,1,0.02
id,SUJ-3071,1,0.02
id,SUJ-3072,1,0.02
id,SUJ-3073,1,0.02
id,SUJ-3074,1,0.02
id,SUJ-3075,1,0.02
id,SUJ-3076,1,0.02
id,SUJ-3077,1,0.02
id,SUJ-3078,1,0.02
id,SUJ-3079,1,0.02
id,SUJ-3080,1,0.02
id,SUJ-3081,1,0.02
id,SUJ-3082,1,0.02
id,SUJ-3083,1,0.02
id,SUJ-3084,1,0.02
id,SUJ-3085,1,0.02
id,SUJ-3086,1,0.02
id,SUJ-3087,1,0.02
id,SUJ-3088,1,0.02
id,SUJ-3089,1,0.02
id,SUJ-3090,1,0.02
id,SUJ-3091,1,0.02
id,SUJ-3092,1,0.02
id,SUJ-3093,1,0.02
id,SUJ-3094,1,0.02
id,SUJ-3095,1,0.02
id,SUJ-3096,1,0.02
id,SUJ-3097,1,0.02
id,SUJ-3098,1,0.02
id,SUJ-3099,1,0.02
id,SUJ-3100,1,0.02
id,SUJ-3101,1,0.02
id,SUJ-3102,1,0.02
id,SUJ-3103,1,0.02
id,SUJ-3104,1,0.02
id,SUJ-3105,1,0.02
id,SUJ-3106,1,0.02
id,SUJ-3107,1,0.02
id,SUJ-3108,1,0.02
id,SUJ-3109,1,0.02
id,SUJ-3110,1,0.02
id,SUJ-3111,1,0.02
id,SUJ-3112,1,0.02
id,SUJ-3113,1,0.02
id,SUJ-3114,1,0.02
id,SUJ-3115,1,0.02
id,SUJ-3116,1,0.02
id,SUJ-3117,1,0.02
id,SUJ-3118,1,0.02
id,SUJ-3119,1,0.02
id,SUJ-3120,1,0.02
id,SUJ-3121,1,0.02
id,SUJ-3122,1,0.02
id,SUJ-3123,1,0.02
id,SUJ-3124,1,0.02
id,SUJ-3125,1,0.02
id,SUJ-3126,1,0.02
id,SUJ-3127,1,0.02
id,SUJ-3128,1,0.02
id,SUJ-3129,1,0.02
id,SUJ-3130,1,0.02
id,SUJ-3131,1,0.02
id,SUJ-3132,1,0.02
id,SUJ-3133,1,0.02
id,SUJ-3134,1,0.02
id,SUJ-3135,1,0.02
id,SUJ-3136,1,0.02
id,SUJ-3137,1,0.02
id,SUJ-3138,1,0.02
id,SUJ-3139,1,0.02
id,SUJ-3140,1,0.02
id,SUJ-3141,1,0.02
id,SUJ-3142,1,0.02
id,SUJ-3143,1,0.02
id,SUJ-3144,1,0.02
id,SUJ-3145,1,0.02
id,SUJ-3146,1,0.02
id,SUJ-3147,1,0.02
id,SUJ-3148,1,0.02
id,SUJ-3149,1,0.02
id,SUJ-3150,1,0.02
id,SUJ-3151,1,0.02
id,SUJ-3152,1,0.02
id,SUJ-3153,1,0.02
id,SUJ-3154,1,0.02
id,SUJ-3155,1,0.02
id,SUJ-3156,1,0.02
id,SUJ-3157,1,0.02
id,SUJ-3158,1,0.02
id,SUJ-3159,1,0.02
id,SUJ-3160,1,0.02
id,SUJ-3161,1,0.02
id,SUJ-3162,1,0.02
id,SUJ-3163,1,0.02
id,SUJ-3164,1,0.02
id,SUJ-3165,1,0.02
id,SUJ-3166,1,0.02
id,SUJ-3167,1,0.02
id,SUJ-3168,1,0.02
id,SUJ-3169,1,0.02
id,SUJ-3170,1,0.02
id,SUJ-3171,1,0.02
id,SUJ-3172,1,0.02
id,SUJ-3173,1,0.02
id,SUJ-3174,1,0.02
id,SUJ-3175,1,0.02
id,SUJ-3176,1,0.02
id,SUJ-3177,1,0.02
id,SUJ-3178,1,0.02
id,SUJ-3179,1,0.02
id,SUJ-3180,1,0.02
id,SUJ-3181,1,0.02
id,SUJ-3182,1,0.02
id,SUJ-3183,1,0.02
id,SUJ-3184,1,0.02
id,SUJ-3185,1,0.02
id,SUJ-3186,1,0.02
id,SUJ-3187,1,0.02
id,SUJ-3188,1,0.02
id,SUJ-3189,1,0.02
id,SUJ-3190,1,0.02
id,SUJ-3191,1,0.02
id,SUJ-3192,1,0.02
id,SUJ-3193,1,0.02
id,SUJ-3194,1,0.02
id,SUJ-3195,1,0.02
id,SUJ-3196,1,0.02
id,SUJ-3197,1,0.02
id,SUJ-3198,1,0.02
id,SUJ-3199,1,0.02
id,SUJ-3200,1,0.02
id,SUJ-3201,1,0.02
id,SUJ-3202,1,0.02
id,SUJ-3203,1,0.02
id,SUJ-3204,1,0.02
id,SUJ-3205,1,0.02
id,SUJ-3206,1,0.02
id,SUJ-3207,1,0.02
id,SUJ-3208,1,0.02
id,SUJ-3209,1,0.02
id,SUJ-3210,1,0.02
id,SUJ-3211,1,0.02
id,SUJ-3212,1,0.02
id,SUJ-3213,1,0.02
id,SUJ-3214,1,0.02
id,SUJ-3215,1,0.02
id,SUJ-3216,1,0.02
id,SUJ-3217,1,0.02
id,SUJ-3218,1,0.02
id,SUJ-3219,1,0.02
id,SUJ-3220,1,0.02
id,SUJ-3221,1,0.02
id,SUJ-3222,1,0.02
id,SUJ-3223,1,0.02
id,SUJ-3224,1,0.02
id,SUJ-3225,1,0.02
id,SUJ-3226,1,0.02
id,SUJ-3227,1,0.02
id,SUJ-3228,1,0.02
id,SUJ-3229,1,0.02
id,SUJ-3230,1,0.02
id,SUJ-3231,1,0.02
id,SUJ-3232,1,0.02
id,SUJ-3233,1,0.02
id,SUJ-3234,1,0.02
id,SUJ-3235,1,0.02
id,SUJ-3236,1,0.02
id,SUJ-3237,1,0.02
id,SUJ-3238,1,0.02
id,SUJ-3239,1,0.02
id,SUJ-3240,1,0.02
id,SUJ-3241,1,0.02
id,SUJ-3242,1,0.02
id,SUJ-3243,1,0.02
id,SUJ-3244,1,0.02
id,SUJ-3245,1,0.02
id,SUJ-3246,1,0.02
id,SUJ-3247,1,0.02
id,SUJ-3248,1,0.02
id,SUJ-3249,1,0.02
id,SUJ-3250,1,0.02
id,SUJ-3251,1,0.02
id,SUJ-3252,1,0.02
id,SUJ-3253,1,0.02
id,SUJ-3254,1,0.02
id,SUJ-3255,1,0.02
id,SUJ-3256,1,0.02
id,SUJ-3257,1,0.02
id,SUJ-3258,1,0.02
id,SUJ-3259,1,0.02
id,SUJ-3260,1,0.02
id,SUJ-3261,1,0.02
id,SUJ-3262,1,0.02
id,SUJ-3263,1,0.02
id,SUJ-3264,1,0.02
id,SUJ-3265,1,0.02
id,SUJ-3266,1,0.02
id,SUJ-3267,1,0.02
id,SUJ-3268,1,0.02
id,SUJ-3269,1,0.02
id,SUJ-3270,1,0.02
id,SUJ-3271,1,0.02
id,SUJ-3272,1,0.02
id,SUJ-3273,1,0.02
id,SUJ-3274,1,0.02
id,SUJ-3275,1,0.02
id,SUJ-3276,1,0.02
id,SUJ-3277,1,0.02
id,SUJ-3278,1,0.02
id,SUJ-3279,1,0.02
id,SUJ-3280,1,0.02
id,SUJ-3281,1,0.02
id,SUJ-3282,1,0.02
id,SUJ-3283,1,0.02
id,SUJ-3284,1,0.02
id,SUJ-3285,1,0.02
id,SUJ-3286,1,0.02
id,SUJ-3287,1,0.02
id,SUJ-3288,1,0.02
id,SUJ-3289,1,0.02
id,SUJ-3290,1,0.02
id,SUJ-3291,1,0.02
id,SUJ-3292,1,0.02
id,SUJ-3293,1,0.02
id,SUJ-3294,1,0.02
id,SUJ-3295,1,0.02
id,SUJ-3296,1,0.02
id,SUJ-3297,1,0.02
id,SUJ-3298,1,0.02
id,SUJ-3299,1,0.02
id,SUJ-3300,1,0.02
id,SUJ-3301,1,0.02
id,SUJ-3302,1,0.02
id,SUJ-3303,1,0.02
id,SUJ-3304,1,0.02
id,SUJ-3305,1,0.02
id,SUJ-3306,1,0.02
id,SUJ-3307,1,0.02
id,SUJ-3308,1,0.02
id,SUJ-3309,1,0.02
id,SUJ-3310,1,0.02
id,SUJ-3311,1,0.02
id,SUJ-3312,1,0.02
id,SUJ-3313,1,0.02
id,SUJ-3314,1,0.02
id,SUJ-3315,1,0.02
id,SUJ-3316,1,0.02
id,SUJ-3317,1,0.02
id,SUJ-3318,1,0.02
id,SUJ-3319,1,0.02
id,SUJ-3320,1,0.02
id,SUJ-3321,1,0.02
id,SUJ-3322,1,0.02
id,SUJ-3323,1,0.02
id,SUJ-3324,1,0.02
id,SUJ-3325,1,0.02
id,SUJ-3326,1,0.02
id,SUJ-3327,1,0.02
id,SUJ-3328,1,0.02
id,SUJ-3329,1,0.02
id,SUJ-3330,1,0.02
id,SUJ-3331,1,0.02
id,SUJ-3332,1,0.02
id,SUJ-3333,1,0.02
id,SUJ-3334,1,0.02
id,SUJ-3335,1,0.02
id,SUJ-3336,1,0.02
id,SUJ-3337,1,0.02
id,SUJ-3338,1,0.02
id,SUJ-3339,1,0.02
id,SUJ-3340,1,0.02
id,SUJ-3341,1,0.02
id,SUJ-3342,1,0.02
id,SUJ-3343,1,0.02
id,SUJ-3344,1,0.02
id,SUJ-3345,1,0.02
id,SUJ-3346,1,0.02
id,SUJ-3347,1,0.02
id,SUJ-3348,1,0.02
id,SUJ-3349,1,0.02
id,SUJ-3350,1,0.02
id,SUJ-3351,1,0.02
id,SUJ-3352,1,0.02
id,SUJ-3353,1,0.02
id,SUJ-3354,1,0.02
id,SUJ-3355,1,0.02
id,SUJ-3356,1,0.02
id,SUJ-3357,1,0.02
id,SUJ-3358,1,0.02
id,SUJ-3359,1,0.02
id,SUJ-3360,1,0.02
id,SUJ-3361,1,0.02
id,SUJ-3362,1,0.02
id,SUJ-3363,1,0.02
id,SUJ-3364,1,0.02
id,SUJ-3365,1,0.02
id,SUJ-3366,1,0.02
id,SUJ-3367,1,0.02
id,SUJ-3368,1,0.02
id,SUJ-3369,1,0.02
id,SUJ-3370,1,0.02
id,SUJ-3371,1,0.02
id,SUJ-3372,1,0.02
id,SUJ-3373,1,0.02
id,SUJ-3374,1,0.02
id,SUJ-3375,1,0.02
id,SUJ-3376,1,0.02
id,SUJ-3377,1,0.02
id,SUJ-3378,1,0.02
id,SUJ-3379,1,0.02
id,SUJ-3380,1,0.02
id,SUJ-3381,1,0.02
id,SUJ-3382,1,0.02
id,SUJ-3383,1,0.02
id,SUJ-3384,1,0.02
id,SUJ-3385,1,0.02
id,SUJ-3386,1,0.02
id,SUJ-3387,1,0.02
id,SUJ-3388,1,0.02
id,SUJ-3389,1,0.02
id,SUJ-3390,1,0.02
id,SUJ-3391,1,0.02
id,SUJ-3392,1,0.02
id,SUJ-3393,1,0.02
id,SUJ-3394,1,0.02
id,SUJ-3395,1,0.02
id,SUJ-3396,1,0.02
id,SUJ-3397,1,0.02
id,SUJ-3398,1,0.02
id,SUJ-3399,1,0.02
id,SUJ-3400,1,0.02
id,SUJ-3401,1,0.02
id,SUJ-3402,1,0.02
id,SUJ-3403,1,0.02
id,SUJ-3404,1,0.02
id,SUJ-3405,1,0.02
id,SUJ-3406,1,0.02
id,SUJ-3407,1,0.02
id,SUJ-3408,1,0.02
id,SUJ-3409,1,0.02
id,SUJ-3410,1,0.02
id,SUJ-3411,1,0.02
id,SUJ-3412,1,0.02
id,SUJ-3413,1,0.02
id,SUJ-3414,1,0.02
id,SUJ-3415,1,0.02
id,SUJ-3416,1,0.02
id,SUJ-3417,1,0.02
id,SUJ-3418,1,0.02
id,SUJ-3419,1,0.02
id,SUJ-3420,1,0.02
id,SUJ-3421,1,0.02
id,SUJ-3422,1,0.02
id,SUJ-3423,1,0.02
id,SUJ-3424,1,0.02
id,SUJ-3425,1,0.02
id,SUJ-3426,1,0.02
id,SUJ-3427,1,0.02
id,SUJ-3428,1,0.02
id,SUJ-3429,1,0.02
id,SUJ-3430,1,0.02
id,SUJ-3431,1,0.02
id,SUJ-3432,1,0.02
id,SUJ-3433,1,0.02
id,SUJ-3434,1,0.02
id,SUJ-3435,1,0.02
id,SUJ-3436,1,0.02
id,SUJ-3437,1,0.02
id,SUJ-3438,1,0.02
id,SUJ-3439,1,0.02
id,SUJ-3440,1,0.02
id,SUJ-3441,1,0.02
id,SUJ-3442,1,0.02
id,SUJ-3443,1,0.02
id,SUJ-3444,1,0.02
id,SUJ-3445,1,0.02
id,SUJ-3446,1,0.02
id,SUJ-3447,1,0.02
id,SUJ-3448,1,0.02
id,SUJ-3449,1,0.02
id,SUJ-3450,1,0.02
id,SUJ-3451,1,0.02
id,SUJ-3452,1,0.02
id,SUJ-3453,1,0.02
id,SUJ-3454,1,0.02
id,SUJ-3455,1,0.02
id,SUJ-3456,1,0.02
id,SUJ-3457,1,0.02
id,SUJ-3458,1,0.02
id,SUJ-3459,1,0.02
id,SUJ-3460,1,0.02
id,SUJ-3461,1,0.02
id,SUJ-3462,1,0.02
id,SUJ-3463,1,0.02
id,SUJ-3464,1,0.02
id,SUJ-3465,1,0.02
id,SUJ-3466,1,0.02
id,SUJ-3467,1,0.02
id,SUJ-3468,1,0.02
id,SUJ-3469,1,0.02
id,SUJ-3470,1,0.02
id,SUJ-3471,1,0.02
id,SUJ-3472,1,0.02
id,SUJ-3473,1,0.02
id,SUJ-3474,1,0.02
id,SUJ-3475,1,0.02
id,SUJ-3476,1,0.02
id,SUJ-3477,1,0.02
id,SUJ-3478,1,0.02
id,SUJ-3479,1,0.02
id,SUJ-3480,1,0.02
id,SUJ-3481,1,0.02
id,SUJ-3482,1,0.02
id,SUJ-3483,1,0.02
id,SUJ-3484,1,0.02
id,SUJ-3485,1,0.02
id,SUJ-3486,1,0.02
id,SUJ-3487,1,0.02
id,SUJ-3488,1,0.02
id,SUJ-3489,1,0.02
id,SUJ-3490,1,0.02
id,SUJ-3491,1,0.02
